format,component,distribution,strategy,lanes,case_count,geomean_speedup_vs_fp64,mean_rank_within_format,wins,median_cv_percent
e0m15,dot,normal_0_1,full_high_l2_x4,4,5,0.7645346949731189,21.0,0,0.033200863377304955
e0m15,dot,normal_0_1,full_high_l2_x8,8,5,0.7287931844516544,22.6,0,0.1733802772613855
e0m15,dot,normal_0_1,full_high_l2_x2,2,5,0.7261027608829915,21.6,0,0.03336881392444861
e0m15,dot,normal_0_1,full_high_l2_x1,1,5,0.701880365671205,21.6,0,0.036369830542055594
e0m15,dot,uniform_0_1,fixed_integer_x8,8,5,1.560212245904644,5.6,3,0.07761276520943113
e0m15,dot,uniform_0_1,fixed_integer_x4,4,5,1.5361966799164493,2.0,1,0.10964775590274278
e0m15,dot,uniform_0_1,fixed_integer_x2,2,5,1.3857178624082513,3.4,1,0.04879292433367127
e0m15,dot,uniform_0_1,fp32_bits_x4,4,5,1.2635117379001382,8.4,0,0.10298085700038251
e0m15,dot,uniform_0_1,fixed_integer_x1,1,5,1.2249918508714162,6.0,0,0.05110126129502468
e0m15,dot,uniform_0_1,fp32_bits_x8,8,5,1.190546032784112,10.8,0,0.043102296160303866
e0m15,dot,uniform_0_1,fp32_bits_x2,2,5,1.1406421406181495,10.2,0,0.0644276344786482
e0m15,dot,uniform_0_1,word_branchy_x4,4,5,1.1007566350966496,11.2,0,0.08914973887281362
e0m15,dot,uniform_0_1,word_masked_x4,4,5,1.0999464592500838,11.4,0,0.1239185252117641
e0m15,dot,uniform_0_1,word_masked_x8,8,5,1.0896147949497872,12.0,0,0.043807278372217644
e0m15,dot,uniform_0_1,word_branchy_x8,8,5,1.0893256710842827,12.2,0,0.04537439407373544
e0m15,dot,uniform_0_1,generic_x4,4,5,1.082570410801065,12.6,0,0.08734877152366959
e0m15,dot,uniform_0_1,generic_x8,8,5,1.0627427937018286,13.0,0,0.05662187345446524
e0m15,dot,uniform_0_1,word_branchy_x2,2,5,1.0396616772224616,10.6,0,0.07912821490921285
e0m15,dot,uniform_0_1,word_masked_x2,2,5,1.0395505043084177,10.8,0,0.08045608295035095
e0m15,dot,uniform_0_1,generic_x2,2,5,1.0133156689291083,14.8,0,0.06314072760492387
e0m15,dot,uniform_0_1,word_branchy_x1,1,5,0.9794555625924126,14.2,0,0.04562716596683779
e0m15,dot,uniform_0_1,word_masked_x1,1,5,0.9792754442558276,15.2,0,0.03571408778872076
e0m15,dot,uniform_0_1,fp32_bits_x1,1,5,0.9763237242880631,15.2,0,0.04265014066523793
e0m15,dot,uniform_0_1,generic_x1,1,5,0.931817057838794,17.4,0,0.09554467305273541
e0m15,dot,uniform_0_1,full_high_l2_x4,4,5,0.9131705845492677,20.4,0,0.09952133886273262
e0m15,dot,uniform_0_1,full_high_l2_x8,8,5,0.8976457643135289,20.0,0,0.1000941014396143
e0m15,dot,uniform_0_1,full_high_l2_x2,2,5,0.8879677182424162,20.8,0,0.0819126223433382
e0m15,dot,uniform_0_1,full_high_l2_x1,1,5,0.8484138691652868,21.8,0,0.06041797668419041
