gpu,compute_capability,distribution,kernel,storage,storage_bits,arithmetic,family,lanes,m,n,round,sample,batch_iterations,time_ms,useful_flops,logical_storage_bytes,modeled_load_instructions,result_checksum,max_abs_error,relative_l2_error,useful_gflop_per_s,effective_gb_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,2,1,2039,0.0054949759969295034,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4908163392483511,11.926530713986809
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,2,1,2075,0.0053212990818253484,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5394737025737564,12.315789620590051
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,2,1,1995,0.0058833000355197071,8192,65536,4096,1019.6924867658463,0,0,1.3924158126462696,11.139326501170157
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,2,1,1718,0.0065152226005083472,8192,65536,8192,1019.6924867658463,0,0,1.2573630253801034,10.058904203040827
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,2,1,2012,0.0053203020607737852,8192,65536,8192,1019.6924867658463,0,0,1.5397621989170582,12.318097591336466
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,2,2,1769,0.0052581660959126249,8192,65536,8192,1019.6924867658463,0,0,1.5579576321044626,12.463661056835701
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,2,2,1718,0.0065194691712420535,8192,65536,8192,1019.6924867658463,0,0,1.2565440198928504,10.052352159142803
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,2,2,2039,0.0054990250202532551,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4897186264525708,11.917749011620566
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,2,2,2075,0.005321484301463667,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5394201196359445,12.315360957087556
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,2,2,2012,0.0053203816916312183,8192,65536,8192,1019.6924867658463,0,0,1.5397391530922941,12.317913224738353
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,2,2,1995,0.0058838617234002978,8192,65536,4096,1019.6924867658463,0,0,1.392282889215456,11.138263113723648
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,2,2,2122,0.0053198569007463659,8192,65536,4096,1019.6924867658463,0,0,1.5398910445975864,12.319128356780691
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,2,3,2012,0.005320476964264219,8192,65536,8192,1019.6924867658463,0,0,1.5397115813155091,12.317692650524073
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,2,3,2075,0.0053209139352821443,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5395851351175096,12.316681080940077
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,2,3,1769,0.0052710097007255489,8192,65536,8192,1019.6924867658463,0,0,1.5541614349281845,12.433291479425476
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,2,3,1718,0.0065198605218782972,8192,65536,8192,1019.6924867658463,0,0,1.2564685966073363,10.051748772858691
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,2,3,1995,0.0058832039510397088,8192,65536,4096,1019.6924867658463,0,0,1.3924385535796815,11.139508428637452
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,2,3,2122,0.0053201283518712998,8192,65536,4096,1019.6924867658463,0,0,1.5398124740953947,12.318499792763157
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,2,3,2039,0.0054934849161444605,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4912209872325382,11.929767897860305
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,4096,2,4,2075,0.0053216231012918865,8192,65536,4096,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.5393799681174896,12.315039744939916
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,2,1,4096,2,4,2012,0.0053203816916312183,8192,65536,8192,1019.6924867658463,0,0,1.5397391530922941,12.317913224738353
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,8,1,4096,2,4,1718,0.0065158182306256363,8192,65536,8192,1019.6924867658463,0,0,1.2572480861261564,10.057984689009251
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,2,1,4096,2,4,2122,0.0053202789083727116,8192,65536,4096,1019.6924867658463,0,0,1.5397688995417063,12.31815119633365
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,4096,2,4,1995,0.0058832202041358278,8192,65536,4096,1019.6924867658463,0,0,1.3924347068024294,11.139477654419435
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,4096,2,4,2039,0.0054984600185003273,8192,65536,8192,1019.6924867658462,1.1368683772161603e-13,1.1149129683420147e-16,1.4898717045203356,11.918973636162685
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,4096,2,4,1769,0.005269580537010007,8192,65536,8192,1019.6924867658463,0,0,1.5545829392804369,12.436663514243495
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_unrolled,4,1,65536,0,0,2021,0.0055137692790760496,131072,1048576,131072,16361.32937590336,1.8189894035458565e-12,1.1117613744912611e-16,23.771760000440917,190.17408000352734
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,4,1,65536,0,0,2012,0.0054200240679337063,131072,1048576,65536,16361.32937590336,1.8189894035458565e-12,1.1117613744912611e-16,24.18291844411846,193.46334755294768
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,vector_packet,8,1,65536,0,0,1898,0.0060057996824242421,131072,1048576,65536,16361.329375903359,0,0,21.824237725340311,174.59390180272248
NVIDIA H200 NVL,sm_90,uniform_0_1,dot,fp64_e11m52,64,fp64,scalar_single,1,1,65536,0,0,2151,0.0053194977970025753,131072,1048576,131072,16361.329375903359,0,0,24.639919970237845,197.11935976190276
