timestamp,gpu,mode,kernel,N,storage_bits,arithmetic_type,access_method,packet_values,lut_entries,lut_bytes,q,q_eighths,mean_unique_left,mean_unique_right,mean_unique_both,normalized_sector_dispersion,format,format_label,sanitized_lut_entries,warmup,sample,execution_order,kernel_ms,result
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,35,2,0.26240000128746033,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,36,0,0.26175999641418457,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,36,1,0.26371198892593384,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,36,2,0.26185598969459534,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,37,0,0.26188799738883972,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,37,1,0.26380801200866699,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,37,2,0.26393601298332214,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,38,0,0.26243200898170471,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,38,1,0.26310399174690247,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,38,2,0.26230400800704956,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,39,0,0.26518398523330688,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,39,1,0.26348799467086792,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,39,2,0.2630079984664917,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,posit16_es1,Posit 16 es1,1,10,40,0,0.26320001482963562,2.5740942533047928e-07
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,40,1,0.26438400149345398,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,40,2,0.26393601298332214,2.5701699338580787e+17
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,lns16_r11,LNS 16 r11,1,10,41,0,0.26271998882293701,67268032
2026-08-30T10:28:12Z,NVIDIA H200 NVL,full,dot,67108864,16,fp32,scalar,1,65536,262144,0,0,1,1,1,0,t16,T16,0,10,41,1,0.26111999154090881,2.5701699338580787e+17
