timestamp,gpu,mode,graph_id,variant,variant_label,kernel,N,blocks,threads,storage_bits,arithmetic_type,table_location,component_bits,components,lut_entries_per_component,total_lut_entries,total_lut_bytes,dynamic_shared_bytes,target_x,q,mean_unique_indices,actual_x,mean_unique_sectors,mean_shared_wavefronts,warmup,sample,execution_order,kernel_ms,result
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,42,0,0.31235200166702271,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,43,0,0.31219199299812317,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,44,0,0.3104960024356842,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,45,0,0.31078401207923889,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,46,0,0.31193599104881287,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,47,0,0.31059199571609497,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,48,0,0.31225600838661194,1007.3209851405704
2026-08-30T12:01:44Z,NVIDIA H200 NVL,full,raw_fp64,raw_fp64,Raw FP64,dot,67108864,512,256,64,fp64,none,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10,49,0,0.31331199407577515,1007.3209851405704
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,0,0,0.26182401180267334,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,1,0,0.26159998774528503,2290852.5958181741
