gpu,compute_capability,distribution,format,storage_bits,component,n,m,leading_dimension,threads,decode_repeats,lanes,scalar_time_ms,packed_time_ms,speedup_vs_x1,time_change_percent_vs_x1,packed_cv_percent
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,16384,1024,16384,256,0,4,0.07994511515595192,0.07112703461577927,1.1239764962479737,-11.030168038373445,0.11012206695482976
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,256,1024,256,256,0,1,0.003998901303960473,0.003998901303960473,1.0,0.0,0.14536585135326927
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,256,1024,256,256,0,2,0.003998901303960473,0.00412885126977234,0.9685263630678002,3.24964173742337,0.1248362469877965
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,256,1024,256,256,0,4,0.003998901303960473,0.004957078962443572,0.8067051855048988,23.961022932327158,0.14735485059486786
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,4096,1024,4096,256,0,1,0.022127588462216293,0.022127588462216293,1.0,0.0,0.2047829883792244
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,4096,1024,4096,256,0,2,0.022127588462216293,0.02042871329380476,1.0831611440220632,-7.677633607984113,0.1474166650387601
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,4096,1024,4096,256,0,4,0.022127588462216293,0.01970133292898643,1.123151846729118,-10.96484389780109,0.10858151595688441
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,65536,1024,65536,256,0,1,0.33721529642740883,0.33721529642740883,1.0,0.0,0.2070707862620445
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,65536,1024,65536,256,0,2,0.33721529642740883,0.2958061180862726,1.139987565534595,-12.279744952213411,0.15735126524937365
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,gemv,65536,1024,65536,256,0,4,0.33721529642740883,0.276494820912679,1.2196080031962198,-18.006441628842573,0.14291303903843758
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,register_decode,134217728,1,134217728,256,256,1,0.05938910260612582,0.05938910260612582,1.0,0.0,0.15059469447558416
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,register_decode,134217728,1,134217728,256,256,2,0.05938910260612582,0.11528681969457819,0.5151421711819398,94.1211680856189,0.09820957089834698
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,register_decode,134217728,1,134217728,256,256,4,0.05938910260612582,0.23876418764629062,0.24873538695889294,302.03366807846453,0.15487484137104565
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,1048576,1,1048576,256,0,1,0.006028672026318441,0.006028672026318441,1.0,0.0,0.07352293286525273
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,1048576,1,1048576,256,0,2,0.006028672026318441,0.005959082539876302,1.011677885979338,-1.154308712405372,0.2164760458028961
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,1048576,1,1048576,256,0,4,0.006028672026318441,0.005106542473946338,1.180578063744074,-15.295732598265499,0.07482583308943212
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,134217728,1,134217728,256,0,1,0.3509112513342569,0.3509112513342569,1.0,0.0,0.07779049093573359
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,134217728,1,134217728,256,0,2,0.3509112513342569,0.29272156135708677,1.1987885337431134,-16.58245204618478,0.1034877301666425
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,134217728,1,134217728,256,0,4,0.3509112513342569,0.26547199383116604,1.3218390620798524,-24.347825035027604,0.13483091333519936
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,16777216,1,16777216,256,0,1,0.04533989180379839,0.04533989180379839,1.0,0.0,0.14358675287174008
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,16777216,1,16777216,256,0,2,0.04533989180379839,0.03920265944330047,1.156551429103281,-13.53605426994815,0.17636788680755144
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,16777216,1,16777216,256,0,4,0.04533989180379839,0.036387392968842476,1.2460329829790688,-19.74530259952211,0.1389250786299049
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,4096,1,4096,256,0,1,0.0022868718016498136,0.0022868718016498136,1.0,0.0,0.018309947155444168
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,4096,1,4096,256,0,2,0.0022868718016498136,0.0024493407214576904,0.9336683057671186,7.104417470654334,0.0193811742618302
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,4096,1,4096,256,0,4,0.0022868718016498136,0.0025244516892352587,0.9058885188421189,10.388859026292963,0.02145942119235445
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,65536,1,65536,256,0,1,0.0025838515602001765,0.0025838515602001765,1.0,0.0,0.1332502386039716
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,65536,1,65536,256,0,2,0.0025838515602001765,0.0026613696901585486,0.9708728440678401,3.0000999729398847,0.009966052769308903
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_decode,65536,1,65536,256,0,4,0.0025838515602001765,0.0026614053829296215,0.9708598234500918,3.0014813514843253,0.009370716020767696
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,1048576,1,1048576,256,0,1,0.004787241535269337,0.004787241535269337,1.0,0.0,0.18811977233434474
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,1048576,1,1048576,256,0,2,0.004787241535269337,0.004544083070961428,1.0535110077238228,-5.079302193475577,0.05106455692259122
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,1048576,1,1048576,256,0,4,0.004787241535269337,0.0034268151072368172,1.3969944060184467,-28.417752018772546,0.09584119479080146
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,134217728,1,134217728,256,0,1,0.21224228995186942,0.21224228995186942,1.0,0.0,0.0542861625592142
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,134217728,1,134217728,256,0,2,0.21224228995186942,0.11957504272460938,1.774971474947995,-43.66106643886775,0.04307829918556587
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,134217728,1,134217728,256,0,4,0.21224228995186942,0.07805621305251503,2.719095401272875,-63.223063099151446,0.06746178782318164
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,16777216,1,16777216,256,0,1,0.019788182133324346,0.019788182133324346,1.0,0.0,0.24465713052398136
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,16777216,1,16777216,256,0,2,0.019788182133324346,0.012906896687806436,1.5331479450067098,-34.774722605415384,0.20539860840405968
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,16777216,1,16777216,256,0,4,0.019788182133324346,0.01043199977144822,1.8968733288782709,-47.281666900163714,0.18308120396281982
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,4096,1,4096,256,0,1,0.0021633727308998218,0.0021633727308998218,1.0,0.0,0.12753870651855403
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,4096,1,4096,256,0,2,0.0021633727308998218,0.0021924791373085194,0.9867244317569979,1.3454180129464532,0.011458409504299383
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,4096,1,4096,256,0,4,0.0021633727308998218,0.0021655430014003926,0.9989978169451416,0.10031884333072671,0.0532426888603718
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,65536,1,65536,256,0,1,0.002399073932187777,0.002399073932187777,1.0,0.0,0.1464946138969728
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,65536,1,65536,256,0,2,0.002399073932187777,0.002379810756391233,1.008094414963379,-0.8029421493891742,0.008008746346121694
NVIDIA H200 NVL,sm_90,normal_0_1,e1m14,16,stream_load,65536,1,65536,256,0,4,0.002399073932187777,0.0022875235266719305,1.0487647030577818,-4.649727714481921,0.010541815817064084
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,1048576,1,1048576,256,0,1,0.012139093731456234,0.012139093731456234,1.0,0.0,0.0614573050682684
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,1048576,1,1048576,256,0,2,0.012139093731456234,0.01176674869882875,1.031643833157119,-3.0673215057448577,0.0339392615724437
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,1048576,1,1048576,256,0,4,0.012139093731456234,0.010277019606696235,1.1811881455929811,-15.339482221269751,0.14777084226921464
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,134217728,1,134217728,256,0,1,0.6142886352539062,0.6142886352539062,1.0,0.0,0.1223963577700605
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,134217728,1,134217728,256,0,2,0.6142886352539062,0.5465988431658063,1.1238381546804093,-11.019216082374928,0.11188687330843866
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,134217728,1,134217728,256,0,4,0.6142886352539062,0.5081376075744629,1.208902128276124,-17.280317685767944,0.09346977719339124
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,16777216,1,16777216,256,0,1,0.08653525419013444,0.08653525419013444,1.0,0.0,0.18943401591694
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,16777216,1,16777216,256,0,2,0.08653525419013444,0.07737970352172852,1.1183197951363952,-10.580139567498625,0.17130373683156977
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,16777216,1,16777216,256,0,4,0.08653525419013444,0.07286288950702932,1.1876451067972826,-15.799762548873241,0.15346721502796823
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,4096,1,4096,256,0,1,0.004524180452143993,0.004524180452143993,1.0,0.0,0.01498481980872572
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,4096,1,4096,256,0,2,0.004524180452143993,0.004628273270885396,0.9775093619911752,2.300810496895056,0.13572335135815394
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,4096,1,4096,256,0,4,0.004524180452143993,0.0050924927176347395,0.8884019483184054,12.561662195004297,0.04028430938598288
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,65536,1,65536,256,0,1,0.004796860348952986,0.004796860348952986,1.0,0.0,0.07358568204161363
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,65536,1,65536,256,0,2,0.004796860348952986,0.004881490408453194,0.9826630695916856,1.7642802446537598,0.1384119973669186
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,dot,65536,1,65536,256,0,4,0.004796860348952986,0.005184837029312431,0.9251709015797368,8.088137909708571,0.19194265730948093
NVIDIA H200 NVL,sm_90,normal_0_1,e1m30,32,gemv,1024,1024,1024,256,0,1,0.007922886699063842,0.007922886699063842,1.0,0.0,0.07799474733622401
